               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  65,            0.080268,            0.080838,            0.077035,             0.83656,            0.014226,            0.016075,           0.0068058,            0.079251,            0.050785,            0.077904,            0.003664,            0.003664,            0.003664
                  66,            0.078372,            0.075374,            0.079374,           0.0048117,             0.12572,            0.032675,            0.012847,            0.079135,            0.051481,            0.078907,            0.003565,            0.003565,            0.003565
                  67,            0.080722,            0.082101,            0.076879,           0.0046269,             0.14681,            0.027709,            0.011135,            0.078824,            0.050911,             0.07716,            0.003466,            0.003466,            0.003466
                  68,            0.079948,            0.077092,            0.077863,             0.81442,            0.031593,            0.026213,            0.010354,            0.076918,            0.051258,            0.076172,            0.003367,            0.003367,            0.003367
                  69,            0.080657,            0.084345,            0.078989,             0.90168,            0.027459,            0.029109,            0.010517,            0.077012,            0.052315,            0.075844,            0.003268,            0.003268,            0.003268
                  70,            0.079638,            0.093018,            0.077102,              0.8725,            0.036122,            0.031364,            0.013727,            0.076558,            0.051643,            0.075638,            0.003169,            0.003169,            0.003169
                  71,            0.079191,            0.081498,            0.080639,             0.86595,            0.037327,            0.029595,            0.012349,            0.076263,            0.051958,            0.075867,             0.00307,             0.00307,             0.00307
                  72,            0.078896,            0.080976,            0.078323,              0.8636,            0.030821,            0.028312,           0.0099654,            0.075991,            0.051113,            0.076191,            0.002971,            0.002971,            0.002971
                  73,            0.078396,            0.080707,            0.080168,             0.80692,            0.037882,            0.045542,            0.016028,            0.075758,            0.051268,            0.075878,            0.002872,            0.002872,            0.002872
                  74,             0.07886,            0.081464,            0.077932,             0.84652,            0.032776,            0.029542,            0.011851,            0.075507,            0.051666,            0.075321,            0.002773,            0.002773,            0.002773
                  75,            0.078636,            0.086616,            0.077706,             0.85147,            0.030643,            0.032731,            0.014224,            0.075205,            0.051449,            0.075157,            0.002674,            0.002674,            0.002674
                  76,            0.078326,            0.073887,            0.078014,             0.89574,            0.025107,            0.030814,            0.014563,            0.074823,            0.051132,            0.075363,            0.002575,            0.002575,            0.002575
                  77,            0.077316,            0.076951,              0.0748,             0.86217,            0.030727,            0.034863,            0.014432,            0.075191,              0.0511,            0.075626,            0.002476,            0.002476,            0.002476
                  78,            0.077955,            0.080036,            0.076876,             0.86037,             0.03171,            0.037067,            0.014307,             0.07491,            0.050947,            0.075375,            0.002377,            0.002377,            0.002377
                  79,            0.078298,            0.079774,            0.078809,             0.84836,            0.037606,            0.032727,            0.013281,            0.075902,            0.051125,            0.075165,            0.002278,            0.002278,            0.002278
                  80,            0.077487,            0.070813,            0.080227,              0.8473,            0.039342,            0.035968,            0.014251,            0.074397,            0.051037,            0.075153,            0.002179,            0.002179,            0.002179
                  81,            0.079296,            0.083642,            0.078397,              0.8015,            0.043906,            0.031115,            0.012829,            0.075511,            0.052397,            0.074944,             0.00208,             0.00208,             0.00208
                  82,            0.079994,            0.070874,            0.079701,             0.85895,            0.036674,             0.02862,            0.012517,             0.07411,            0.051609,            0.074879,            0.001981,            0.001981,            0.001981
                  83,            0.076951,            0.081303,            0.076939,             0.84267,            0.034182,            0.027317,            0.011929,            0.074153,            0.051611,            0.074638,            0.001882,            0.001882,            0.001882
                  84,            0.076706,            0.079029,            0.078386,             0.82142,            0.033758,            0.030811,            0.014101,            0.073835,            0.051628,            0.074413,            0.001783,            0.001783,            0.001783
                  85,            0.074623,            0.072825,            0.081006,             0.78941,            0.036263,            0.032946,            0.015415,            0.073081,            0.050591,            0.074852,            0.001684,            0.001684,            0.001684
                  86,            0.077226,            0.079469,            0.077215,             0.78923,            0.039238,            0.035018,            0.017003,            0.072923,            0.050426,            0.074928,            0.001585,            0.001585,            0.001585
                  87,            0.075852,            0.076625,            0.078891,             0.83913,            0.039946,            0.035419,            0.015986,            0.072822,            0.050295,            0.074715,            0.001486,            0.001486,            0.001486
                  88,            0.076306,            0.071437,            0.077718,             0.87094,            0.037951,             0.03881,            0.016667,            0.072812,             0.05048,            0.074608,            0.001387,            0.001387,            0.001387
                  89,             0.07595,            0.077277,            0.078456,             0.87042,            0.037274,            0.040861,            0.016862,            0.072178,            0.050497,            0.074295,            0.001288,            0.001288,            0.001288
                  90,            0.076046,            0.075726,            0.075208,             0.83688,            0.037998,            0.037493,            0.017914,             0.07182,            0.050386,            0.074238,            0.001189,            0.001189,            0.001189
                  91,            0.075453,            0.080587,            0.077558,               0.868,            0.040576,            0.040605,            0.019095,            0.071715,            0.050379,            0.073948,             0.00109,             0.00109,             0.00109
                  92,            0.074806,              0.0769,            0.075004,             0.89993,            0.040952,            0.042713,            0.018882,            0.071968,            0.050119,            0.073906,            0.000991,            0.000991,            0.000991
                  93,            0.076467,            0.082663,            0.075388,             0.87169,            0.038763,            0.044356,            0.019069,            0.072232,            0.050192,            0.073952,            0.000892,            0.000892,            0.000892
                  94,            0.077646,            0.081378,            0.077052,             0.86887,            0.040546,            0.040858,            0.017423,            0.071854,            0.050608,            0.073875,            0.000793,            0.000793,            0.000793
                  95,             0.07446,            0.080295,            0.078251,             0.86919,            0.043338,            0.041225,            0.017513,            0.071671,            0.051012,            0.073784,            0.000694,            0.000694,            0.000694
                  96,            0.074903,            0.076618,            0.076572,             0.85506,            0.045562,            0.041794,             0.01852,             0.07143,            0.050829,            0.073795,            0.000595,            0.000595,            0.000595
                  97,             0.07617,            0.083174,            0.076308,             0.86891,            0.046624,            0.041456,            0.018607,            0.071372,             0.05055,            0.073792,            0.000496,            0.000496,            0.000496
                  98,            0.074189,            0.082453,            0.078315,             0.86936,            0.045153,            0.040904,            0.018421,            0.071265,            0.050362,            0.073788,            0.000397,            0.000397,            0.000397
                  99,            0.076288,            0.083843,            0.076614,             0.86877,            0.044966,            0.040826,            0.018518,            0.071005,            0.050186,            0.073784,            0.000298,            0.000298,            0.000298
