step,tag,value
0,train/box_loss,0.04545168951153755
1,train/box_loss,0.04383017495274544
2,train/box_loss,0.044759150594472885
3,train/box_loss,0.04404337704181671
4,train/box_loss,0.04454958438873291
5,train/box_loss,0.04526957869529724
6,train/box_loss,0.04528266191482544
7,train/box_loss,0.04761332646012306
8,train/box_loss,0.04747522994875908
9,train/box_loss,0.04619234800338745
10,train/box_loss,0.04765794053673744
11,train/box_loss,0.047450847923755646
12,train/box_loss,0.04719613119959831
13,train/box_loss,0.04690603166818619
14,train/box_loss,0.04538396745920181
15,train/box_loss,0.04385252296924591
16,train/box_loss,0.04776250943541527
17,train/box_loss,0.0437198169529438
18,train/box_loss,0.04247710108757019
19,train/box_loss,0.0422750823199749
20,train/box_loss,0.043265752494335175
21,train/box_loss,0.044804975390434265
22,train/box_loss,0.04364217817783356
23,train/box_loss,0.042918186634778976
24,train/box_loss,0.03962407633662224
25,train/box_loss,0.04184278845787048
26,train/box_loss,0.04138607904314995
27,train/box_loss,0.04196108877658844
28,train/box_loss,0.0416426956653595
29,train/box_loss,0.04014773294329643
30,train/box_loss,0.042187754064798355
31,train/box_loss,0.040062315762043
32,train/box_loss,0.03906819224357605
33,train/box_loss,0.04089006781578064
34,train/box_loss,0.041570428758859634
35,train/box_loss,0.040209878236055374
