Wall time,Step,Value
1748349566.9203346,0,0.016383975744247437
1748349570.6706183,1,0.01721164584159851
1748349574.1668432,2,0.015969842672348022
1748349577.4396234,3,0.013595541939139366
1748349580.9490836,4,0.013252642937004566
1748349584.4257758,5,0.013687869533896446
1748349587.6598053,6,0.013297922909259796
1748349590.881057,7,0.010293344035744667
1748349594.3709152,8,0.012390002608299255
1748349597.6758876,9,0.010016027837991714
1748349601.0434852,10,0.010081712156534195
1748349604.251673,11,0.009807171300053596
1748349607.747614,12,0.01154564879834652
1748349611.053337,13,0.010949342511594296
1748349614.5755796,14,0.009733506478369236
1748349617.8399775,15,0.009376373142004013
1748349621.120432,16,0.009603293612599373
1748349624.4712846,17,0.009863948449492455
1748349628.0064127,18,0.009617994539439678
1748349631.5290735,19,0.010387266986072063
1748349634.8319824,20,0.009532023221254349
1748349638.1510885,21,0.008907129056751728
1748349641.3860004,22,0.009274899028241634
1748349644.6362777,23,0.00823964737355709
1748349648.195633,24,0.009348485618829727
1748349651.478378,25,0.00890615675598383
1748349655.1755433,26,0.007661092095077038
1748349659.0953007,27,0.007187358103692532
1748349663.6756868,28,0.008685082197189331
1748349667.2830923,29,0.007877702824771404
1748349670.7106507,30,0.00698372395709157
1748349674.0909433,31,0.00765190226957202
1748349677.513506,32,0.008372106589376926
1748349681.2758064,33,0.007316146977245808
1748349684.8371575,34,0.007518640253692865
1748349688.507896,35,0.007150623016059399
1748349691.9801695,36,0.007111822254955769
1748349695.6974292,37,0.007083267439156771
1748349699.2759955,38,0.006576525513082743
1748349702.9498909,39,0.006655086763203144
1748349706.660629,40,0.007440399844199419
1748349710.5886476,41,0.007280280813574791
1748441781.4311943,42,0.006848603952676058
1748441784.936601,43,0.007062659598886967
1748441788.420642,44,0.007145303301513195
1748441791.9864895,45,0.00621801009401679
1748441795.411297,46,0.006059953011572361
1748441798.9331641,47,0.006714849732816219
1748441802.1693864,48,0.0060955979861319065
1748441805.4974973,49,0.005415203049778938
1748441808.8034592,50,0.005879074335098267
1748441812.2455122,51,0.0057756961323320866
1748441815.5421803,52,0.005432837642729282
1748441818.9208016,53,0.005284566432237625
1748441822.3091855,54,0.006122388411313295
1748441825.6282046,55,0.006083044223487377
1748441828.9952662,56,0.0054118335247039795
1748441832.4041877,57,0.005324185360223055
1748441835.6238184,58,0.005630204454064369
1748441838.898288,59,0.005105329677462578
1748441842.2530787,60,0.005184165667742491
