               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  37,            0.065758,            0.062869,            0.069928,             0.82208,               0.069,             0.08385,            0.035427,            0.058122,            0.039005,            0.066204,            0.006436,            0.006436,            0.006436
                  38,            0.062205,            0.064694,            0.070029,             0.81957,            0.080806,            0.091035,            0.040453,            0.059337,             0.03834,            0.065765,            0.006337,            0.006337,            0.006337
                  39,            0.064399,             0.06268,            0.067813,             0.85933,            0.067399,            0.095745,            0.042602,            0.058462,            0.038024,            0.065269,            0.006238,            0.006238,            0.006238
                  40,            0.062985,            0.062095,            0.068372,             0.81455,            0.076729,            0.098327,            0.045356,            0.056842,             0.03832,             0.06514,            0.006139,            0.006139,            0.006139
                  41,            0.063797,             0.05898,            0.064556,             0.82952,            0.082671,            0.098722,            0.041929,            0.056698,            0.037704,            0.064583,             0.00604,             0.00604,             0.00604
                  42,            0.063258,            0.060217,            0.066765,             0.85653,            0.075051,            0.099054,            0.043814,            0.055572,            0.037509,            0.064178,            0.005941,            0.005941,            0.005941
                  43,            0.060445,            0.062154,            0.066978,             0.87223,            0.066716,            0.098281,             0.04343,            0.055824,            0.036792,            0.063828,            0.005842,            0.005842,            0.005842
                  44,            0.061129,            0.061588,             0.06654,             0.87053,            0.066536,            0.099468,            0.046062,            0.056247,            0.037108,            0.063473,            0.005743,            0.005743,            0.005743
                  45,            0.060599,            0.053094,            0.068801,             0.86773,            0.063087,             0.10264,            0.045922,            0.055488,            0.037119,            0.063385,            0.005644,            0.005644,            0.005644
                  46,            0.060283,            0.059645,            0.065252,             0.77899,            0.086201,             0.11145,             0.04784,            0.055531,            0.037033,            0.063168,            0.005545,            0.005545,            0.005545
                  47,            0.057206,            0.059109,            0.065403,             0.88306,            0.068094,             0.12098,            0.056173,            0.054142,            0.036433,            0.062935,            0.005446,            0.005446,            0.005446
                  48,            0.059528,            0.056347,            0.067025,             0.86879,            0.084381,             0.13527,            0.066662,            0.052804,            0.036063,             0.06266,            0.005347,            0.005347,            0.005347
                  49,            0.058204,            0.056043,            0.066898,             0.88578,            0.070948,             0.13582,            0.068179,            0.052897,            0.035734,            0.062294,            0.005248,            0.005248,            0.005248
                  50,            0.058066,            0.054796,            0.066789,             0.88491,            0.076725,             0.13095,            0.067022,            0.052926,            0.035352,            0.062145,            0.005149,            0.005149,            0.005149
                  51,            0.058918,            0.060961,            0.066388,             0.84623,            0.077931,             0.12706,            0.062237,            0.053433,            0.035572,               0.062,             0.00505,             0.00505,             0.00505
                  52,            0.058856,            0.058632,            0.065167,             0.82684,            0.072539,             0.11555,            0.056268,            0.052382,            0.035661,            0.061768,            0.004951,            0.004951,            0.004951
                  53,            0.056983,            0.054773,            0.067682,             0.83496,            0.071441,             0.11788,            0.058673,             0.05195,            0.034983,            0.061497,            0.004852,            0.004852,            0.004852
                  54,            0.057802,            0.052782,             0.06819,             0.80434,            0.074665,             0.12336,            0.061808,            0.052129,            0.034678,            0.061333,            0.004753,            0.004753,            0.004753
                  55,            0.056714,            0.057429,            0.064266,             0.73001,             0.11631,             0.12711,              0.0642,            0.052118,             0.03436,            0.060921,            0.004654,            0.004654,            0.004654
                  56,            0.057092,            0.057278,            0.067346,             0.84867,            0.078407,             0.13119,            0.064468,            0.051374,            0.034296,            0.060646,            0.004555,            0.004555,            0.004555
                  57,            0.056978,            0.051488,            0.063819,             0.75254,             0.10875,             0.14021,            0.072932,            0.050343,            0.033746,            0.060467,            0.004456,            0.004456,            0.004456
                  58,            0.055032,            0.060647,            0.064851,             0.86188,            0.075208,               0.141,            0.071587,            0.049684,             0.03351,            0.060293,            0.004357,            0.004357,            0.004357
                  59,            0.055714,            0.053435,            0.062394,             0.89716,             0.07463,              0.1502,            0.078317,            0.049024,            0.033052,            0.060261,            0.004258,            0.004258,            0.004258
                  60,            0.056386,              0.0537,            0.063655,             0.80735,             0.10454,             0.15468,             0.08259,            0.048454,            0.033328,            0.060246,            0.004159,            0.004159,            0.004159
                  61,            0.054613,            0.058261,            0.065319,             0.77561,             0.11904,             0.15181,            0.080842,            0.048984,            0.032956,            0.059927,             0.00406,             0.00406,             0.00406
                  62,            0.056845,            0.053798,            0.064944,             0.83059,            0.096527,             0.16214,            0.086609,            0.048854,            0.032833,            0.059803,            0.003961,            0.003961,            0.003961
